TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10
2024-02-03 00:26:04.438,0.17447314,0.71000147,-0.38091663,0.466435,0.15343475,0.41657412,-0.28579658,0.31188852,0.9083081,0.63940495,-0.05168124,1.0613189,0.20723699,0.6154201,-0.107450284,0.25835255,-0.25179416,-0.055701945,-0.54849744,-0.2101431
2024-02-03 00:26:04.943,0.14871693,0.712789,-0.2768697,0.31833655,0.11938009,0.36119708,-0.32736117,0.053322148,0.8748007,0.64686084,0.0025584453,0.830078,0.045475323,0.6170917,-0.1560056,0.2598721,-0.2640056,0.009358316,-0.5422471,-0.22219543
2024-02-03 00:26:05.466,0.24565789,0.7317083,-0.33525094,-0.06772893,0.17772421,0.26883313,-0.49042642,-0.046503175,0.7729368,0.5676145,0.025329018,0.83885324,0.06629975,0.5868777,-0.19204828,0.2705062,-0.14089353,0.04764104,-0.44084495,-0.38299003
2024-02-03 00:26:05.982,0.33164802,0.6813271,-0.23021661,-0.10616447,0.25722423,0.4220412,-0.19348547,0.11073519,0.9620686,0.54080534,0.027955588,1.2548401,0.20693845,0.4638534,-0.26817718,0.20149748,-0.18888749,0.07060859,-0.4765575,-0.33525226
2024-02-03 00:26:06.493,0.2671705,0.6082585,-0.25098512,0.006909937,0.08046913,0.52457714,-0.15386033,0.21247588,0.97440004,0.5502188,0.15534945,1.2446368,0.21246962,0.4076774,-0.22758354,0.14721888,-0.26773164,0.009449707,-0.5913323,-0.25958204
2024-02-03 00:26:07.020,0.15162402,0.5048173,-0.063921325,-0.05592503,-0.1295203,0.48568255,-0.2157875,0.25944468,0.9844175,0.760175,0.147862,1.2453846,0.20435776,0.46003178,-0.0933885,0.18322746,-0.4025105,0.034912318,-0.61923534,-0.1559494
2024-02-03 00:26:07.533,0.23656885,0.3995959,-0.060660686,0.16973451,-0.10484357,0.41566607,-0.3233052,0.20433141,1.0110493,0.76857316,0.31027317,1.1305207,0.09354075,0.54234487,-0.04787244,0.19803765,-0.38975453,0.115549475,-0.64191204,-0.13979006
2024-02-03 00:26:08.047,0.25249717,0.41410857,-0.057337344,0.22639409,0.15194376,0.2665706,-0.17577069,0.22791454,1.1586797,0.73807055,0.39518008,1.0634032,0.016893936,0.5171203,-0.017512096,0.3096284,-0.36708593,0.2187316,-0.6632325,-0.07653261
2024-02-03 00:26:08.572,0.2630141,0.39959827,-0.28207877,0.30656973,0.26505345,0.45582518,-0.06431428,0.13082784,1.1568444,0.6686096,0.37109014,1.1722237,-0.039960563,0.4805254,-0.1102895,0.26632452,-0.37457427,0.25787967,-0.5875798,-0.115345865
2024-02-03 00:26:09.082,0.15670191,0.4327158,-0.54157674,0.244573,0.30453235,0.44474372,-0.12159614,0.23043786,1.1568444,0.5212984,0.35208946,1.173781,0.042185288,0.46186334,-0.18214022,0.24291989,-0.4019414,0.2132365,-0.482389,-0.12554163
2024-02-03 00:26:09.589,-0.0015537711,0.33183488,-0.59413844,0.04657764,0.24141851,0.44726998,-0.23811723,0.21779498,1.0154082,0.56425434,0.45936126,1.2938026,0.10698925,0.47271746,-0.18136705,0.11754268,-0.32565558,0.06839566,-0.33622044,-0.13962285
2024-02-03 00:26:10.095,0.04575084,0.3429951,-0.29558566,0.006639113,0.21649401,0.34660468,-0.39218658,0.18115315,1.0051494,0.68970543,0.39092243,1.2712796,0.09728748,0.5155236,-0.073511004,0.10431101,-0.22478446,0.059578326,-0.35661462,-0.17767806
2024-02-03 00:26:10.621,0.006462554,0.28116018,0.19683462,-0.03857276,0.27120498,0.3782769,0.048900362,-0.009860288,0.7521528,0.7122564,0.5614906,1.178758,0.044330034,0.48489228,0.037897915,0.13916759,-0.20341583,0.15949427,-0.36242074,-0.2838631
2024-02-03 00:26:11.137,-0.06378974,0.48958474,0.20155343,-0.030704433,0.2639397,0.43262142,0.04568116,-0.0904563,0.746054,0.69423115,0.4928473,1.0275261,0.10977833,0.5674375,0.019534511,0.1744263,-0.2746512,0.16086324,-0.47373194,-0.4373518
2024-02-03 00:26:11.642,-0.08413081,0.6674241,0.14830977,-0.15799095,0.36462513,0.5481617,0.02372975,0.22854017,0.7747671,0.7494008,0.49002033,0.9826043,0.20185363,0.543928,0.0034472256,0.20754544,-0.40258637,0.0842631,-0.55196244,-0.46261898
2024-02-03 00:26:12.159,0.053144388,0.77086073,-0.114205495,-0.0743749,0.529924,0.69012743,-0.17366119,0.42516276,1.0301826,0.858564,0.27269214,1.3098084,0.409668,0.5493506,-0.07076901,0.2238522,-0.36802116,-0.07976233,-0.58743864,-0.39866728
2024-02-03 00:26:12.660,0.16760965,0.72100383,-0.08635654,0.04932135,0.5520499,0.6764669,-0.024065357,0.68825907,1.0937632,0.858307,0.2825948,1.343016,0.46293983,0.48517746,-0.08829208,0.19825232,-0.2942205,-0.13918434,-0.5061537,-0.22676301
2024-02-03 00:26:13.198,0.17188792,0.55872124,-0.055863485,0.20226185,0.5273963,0.5775261,-0.011421979,0.66962266,1.1011442,0.8735311,0.26442116,1.3438004,0.4440669,0.46779954,-0.16556925,0.19787134,-0.30213296,-0.009697971,-0.42898893,-0.20631476
2024-02-03 00:26:13.731,0.021653669,0.5803807,-0.18041871,0.18645643,0.3293722,0.36802736,-0.250139,0.4863821,1.0732249,0.5696569,0.16120343,1.2415372,0.19684666,0.52291167,-0.18252392,0.12239119,-0.36365846,0.12978922,-0.4712096,-0.17582051
2024-02-03 00:26:14.238,0.120330215,0.5950539,-0.058617372,0.18657711,0.3004999,0.4894503,-0.51896757,-0.0010666901,1.0262797,0.7229927,-0.07260903,0.76630276,0.18068855,0.5562163,-0.16703841,0.16119164,-0.37407666,0.22235566,-0.5394108,-0.26161456
2024-02-03 00:26:14.752,0.21118765,0.61787057,0.0050878376,0.10691279,0.28184518,0.5273775,-0.3606703,-0.096040644,0.99850094,0.71815604,0.11627813,1.1007649,0.22895642,0.57886577,-0.16177596,0.20972583,-0.37274703,0.25267556,-0.67457825,-0.27835396
2024-02-03 00:26:15.254,0.16740878,0.6129491,0.09492438,0.04660048,0.18248987,0.5701572,-0.20687933,-0.043526694,1.0545902,0.7138116,0.12558885,1.2131515,0.21070158,0.5249558,-0.15493213,0.23515174,-0.39365402,0.21070188,-0.6963045,-0.2852302
2024-02-03 00:26:15.764,0.026395718,0.63123226,-0.013769983,-0.017883519,0.05763594,0.3839003,-0.092311524,0.14178398,1.0545902,0.77666473,0.12633102,1.2131304,0.18482444,0.51492554,-0.15488108,0.21367888,-0.38714424,0.17016137,-0.6789307,-0.2607218
2024-02-03 00:26:16.279,-0.29343882,0.5752548,-0.15008754,0.018351376,-0.03466642,0.22740534,-0.14259762,0.14461286,0.93770874,0.7214649,0.104443885,1.2105322,0.06514851,0.526624,-0.071352065,0.07979789,-0.39963403,0.087714866,-0.5795672,-0.3202338
2024-02-03 00:26:16.788,0.15741614,0.51748514,-0.39611724,0.06942863,0.063089535,0.17876367,-0.3096114,0.1475056,0.7202826,0.72436905,0.06214361,0.7765844,0.053964105,0.5517046,-0.047218613,0.06801217,-0.3465096,0.069951236,-0.54526067,-0.28542155
2024-02-03 00:26:17.308,0.2176581,0.5475623,-0.36037993,0.17897253,0.18237618,0.3227333,-0.50564706,0.09516953,0.85933167,0.5573624,0.13303846,0.6481653,0.0078075733,0.52362615,-0.008302671,0.046126056,-0.27776882,0.09417494,-0.5686085,-0.26299024
2024-02-03 00:26:17.822,0.31733802,0.80187404,-0.16312529,0.12758291,0.319771,0.14325146,-0.39124653,0.20234026,1.0105528,0.5043564,0.020159518,0.74045247,0.0275574,0.65988743,-0.05961655,0.009270968,-0.1616767,0.044828855,-0.6706155,-0.15623565
2024-02-03 00:26:18.334,0.13769276,0.61159694,0.12211214,0.3880302,0.32429624,0.14833277,-0.212443,0.22129083,1.0128396,0.36510116,0.03648618,1.0044637,0.13113366,0.5678366,-0.11296318,0.07472529,-0.17130701,-0.015271257,-0.6897166,-0.16885075
2024-02-03 00:26:18.846,0.19678263,0.56244093,0.2076114,0.42273986,0.24957383,0.22365609,-0.13753594,0.2227011,1.1350849,0.6185284,0.10198926,1.0438445,0.205195,0.5330907,-0.23469159,0.14716978,-0.16204488,0.05101604,-0.5851252,-0.19149567
2024-02-03 00:26:19.351,0.2268372,0.39747187,0.21764614,0.49039963,0.12155664,0.26368475,-0.0649443,0.14726326,1.1059933,0.6185284,0.20958374,1.0773777,0.23857829,0.42421934,-0.20080444,0.23292054,-0.25741914,0.07537942,-0.5195554,-0.31044087
2024-02-03 00:26:19.879,0.25353143,0.4821088,0.049598902,0.32855985,-0.014816354,0.3719929,-0.0658164,0.20506005,1.0716462,0.65694916,0.23918717,1.0128796,0.20487209,0.41798273,-0.20166312,0.216113,-0.23750539,0.16020788,-0.49399322,-0.40011615
2024-02-03 00:26:20.388,0.25582245,0.47320655,-0.022483036,0.2264154,0.013241348,0.33051053,0.019540114,0.23397973,0.9600428,0.66556114,0.28147402,0.93976426,0.20629354,0.45022392,-0.13832285,0.22978102,-0.32798776,0.1915181,-0.5743631,-0.35936418
2024-02-03 00:26:20.914,0.05225697,0.47635257,-0.05599865,0.14148603,-0.16451767,0.34318858,0.00071299664,0.28223625,0.68294066,0.71967673,0.15391287,1.1542357,0.16735643,0.48250517,-0.19412674,0.19202965,-0.3310119,0.14623167,-0.5875323,-0.30910873
2024-02-03 00:26:21.418,0.23716822,0.6143926,-0.10582845,0.09051784,0.14277291,0.2903709,-0.09754367,0.22272603,0.819874,0.72921515,0.02967341,1.1809343,0.11362093,0.53288287,-0.18154481,0.14667605,-0.3021513,0.1498718,-0.57216835,-0.21323536
2024-02-03 00:26:21.930,0.38268915,0.6685567,-0.11727111,0.04109347,0.24877045,0.35398972,-0.3885777,0.29256663,0.97673225,0.7591828,0.035520416,1.3111258,0.06790594,0.51785904,-0.21045804,0.17301102,-0.30826434,0.12619606,-0.5447474,-0.1584593
2024-02-03 00:26:22.453,0.45795506,0.7019742,-0.06142199,0.28098193,0.27176955,0.4449438,-0.54740256,0.23203328,0.95932376,0.67331964,-0.12168119,1.3126258,-0.0059012417,0.45922992,-0.20570603,0.16207913,-0.3036144,0.1579293,-0.5381808,-0.10973281
2024-02-03 00:26:22.961,0.34811577,0.5368593,0.046935458,0.42891684,0.13026266,0.57645243,-0.3022395,0.21835466,0.9714479,0.5296727,0.02548028,1.2973526,0.039875664,0.444889,-0.20130475,0.2065476,-0.3578385,0.10682826,-0.6506604,-0.111623555
2024-02-03 00:26:23.471,0.25016364,0.44379783,0.06645958,0.51189965,0.18297341,0.66717416,-0.17012297,0.1396915,0.7309326,0.6700543,0.14958917,0.7582941,-0.012347541,0.49004975,-0.20517501,0.16424696,-0.35106197,0.10020404,-0.6686779,-0.16293329
2024-02-03 00:26:23.979,0.1862753,0.4467877,0.060896218,0.40892145,0.21918534,0.6896067,-0.19162914,0.19982447,0.9924834,0.6700543,0.1338639,0.9333692,0.048282925,0.5490802,-0.2113316,0.15791003,-0.34622705,0.09254044,-0.6644958,-0.19159694
2024-02-03 00:26:24.515,0.012157266,0.52217877,0.020619027,0.23149313,0.14472558,0.61676985,-0.32293734,0.17055637,0.99018466,0.85954916,0.23221092,0.9484374,0.049384505,0.58157164,-0.119258404,0.20125529,-0.3251203,0.1394586,-0.49246144,-0.2328882
2024-02-03 00:26:25.022,-0.044821646,0.48570198,0.06976331,0.013810356,0.092393756,0.47650582,-0.36833742,0.17938453,1.0178431,0.7860081,0.1584811,1.1999657,0.18438831,0.57089764,-0.11447584,0.16334812,-0.31895587,0.13091227,-0.4927764,-0.19157997
2024-02-03 00:26:25.540,0.023442956,0.4219172,-0.030969983,0.028539397,0.116018526,0.60599196,-0.39927638,0.22771502,1.0553515,0.7370466,0.36005822,1.2072207,0.269304,0.5095849,-0.1784631,0.14145702,-0.2592718,0.24823241,-0.5154596,-0.13545421
2024-02-03 00:26:26.050,0.24660663,0.47122243,-0.094272465,0.14649077,0.16869637,0.642425,-0.31025264,0.21297714,1.0583485,0.7288064,0.35350227,1.2056262,0.28334633,0.53485143,-0.2588849,0.10344364,-0.23127954,0.25875744,-0.51960135,0.009693782
2024-02-03 00:26:26.568,0.2349205,0.7059313,-0.030319227,0.3079341,0.051615033,0.7008684,-0.36029914,0.14321105,1.0236241,0.6560833,0.3584713,1.1441612,0.18971817,0.55136913,-0.28799984,0.23917226,-0.22107193,0.276998,-0.44433987,-0.025310602
2024-02-03 00:26:27.083,0.15814939,0.78945863,0.069059625,0.26639152,-0.08307431,0.6782799,-0.24204642,0.119261645,0.8356764,0.59114236,0.29073504,0.8807874,0.14801009,0.58969855,-0.24472916,0.25837937,-0.19997375,0.19297093,-0.43673643,-0.04117608
2024-02-03 00:26:27.600,-0.14759348,0.752498,0.19209221,0.19792333,0.03359881,0.642983,-0.1904745,0.32259598,0.778493,0.7857094,-0.026036335,0.90381634,0.16763744,0.59186506,-0.24171002,0.2262575,-0.16323082,0.087782346,-0.49589282,-0.17680986
2024-02-03 00:26:28.119,-0.11802599,0.5045644,0.17074247,-0.035538085,0.20290586,0.5107249,-0.11068925,0.43424046,0.7684996,0.77067983,-0.05840062,0.9999197,0.15825565,0.5486431,-0.20337991,0.15108855,-0.19655196,-0.053191796,-0.5184792,-0.16249877
2024-02-03 00:26:28.635,0.102728836,0.5238762,0.18085779,0.10349582,0.3078349,0.36990568,-0.08437186,0.4184642,0.43836004,0.7368044,0.16469611,0.9482591,0.097357035,0.55178696,-0.17237727,0.12570445,-0.20824462,0.04153098,-0.39980158,-0.15169911
2024-02-03 00:26:29.170,0.25164485,0.6099113,0.1727232,0.26150733,0.3966902,0.28344828,-0.15894789,0.36369196,0.5833778,0.8353704,0.15762158,0.94725966,0.027723217,0.48366368,-0.15389924,0.099778146,-0.21877451,0.09158099,-0.3229047,-0.17177343
2024-02-03 00:26:29.691,0.17725399,0.65156984,0.20670858,0.3605866,0.30329648,0.2945872,-0.18779731,0.28602222,0.64165866,0.81596434,0.2577505,0.8101504,0.04610179,0.547246,-0.05292727,0.048352055,-0.14112177,0.18050523,-0.40033585,-0.17180708
2024-02-03 00:26:30.206,0.05019641,0.5075002,0.2559444,0.31472132,0.2084481,0.235906,-0.19973344,0.24872068,0.7993031,0.80564564,0.21829635,0.8801379,0.0840292,0.5353399,0.0061147925,0.14022608,-0.17717667,0.2143729,-0.49448967,-0.21776854
2024-02-03 00:26:30.731,-0.08630578,0.49204463,0.2630069,0.3244239,0.0073492182,0.37779704,-0.10329893,0.3216176,0.7895579,0.7312741,0.09095405,0.8949301,0.15729111,0.5363044,-0.047453456,0.18837814,-0.23344103,0.24836324,-0.5673627,-0.1977009
2024-02-03 00:26:31.242,-0.04684045,0.49738866,0.29816556,0.28368947,0.1240171,0.5230574,-0.049145214,0.35545522,0.8379467,0.6643992,0.17330551,0.95361984,0.19484931,0.4522529,-0.08222696,0.22814012,-0.3591925,0.22123435,-0.5369586,-0.23039478
2024-02-03 00:26:31.744,0.049760487,0.47721705,0.28736204,0.29151797,0.32419953,0.5743641,-0.02469701,0.39936206,1.1768378,0.827339,0.11144355,1.1634285,0.15034957,0.43650156,-0.116950974,0.24066028,-0.41983816,0.13420498,-0.57991517,-0.23184095
2024-02-03 00:26:32.254,0.11861437,0.5097383,0.23380077,0.30063674,0.29990456,0.6010704,-0.011694191,0.2910042,1.1892451,0.8559372,0.20144074,1.1717166,0.13083734,0.46929255,-0.09994056,0.22481912,-0.3504796,0.10066013,-0.65909237,-0.157267
2024-02-03 00:26:32.759,0.3148462,0.7218593,0.095513776,0.2862813,0.30076295,0.63762695,-0.120210536,0.27889255,1.1892451,0.8541318,0.21251117,1.1685634,0.14038701,0.4997783,-0.20150124,0.21059977,-0.31209138,0.15488732,-0.5454831,-0.12018041
2024-02-03 00:26:33.265,0.27356234,0.8243581,0.12866615,0.27356446,0.13872199,0.77820206,-0.1529052,0.30387524,1.0491825,1.013865,0.16466583,1.0886923,0.13980155,0.50709975,-0.25994906,0.147167,-0.2747466,0.21756968,-0.5170657,-0.084720306
2024-02-03 00:26:33.775,0.36582348,1.0115496,0.061252058,0.3418151,0.22600456,0.8770839,-0.13696238,0.45367494,1.0723637,0.9915141,0.120588824,1.1734273,0.11286237,0.62075406,-0.25333422,0.1473629,-0.31685546,0.30565768,-0.39856267,-0.10006688
2024-02-03 00:26:34.290,0.18373135,0.9011044,0.003383752,0.36678296,0.20931834,0.8010506,-0.079337895,0.48629284,1.0366929,0.9189875,-0.070535935,1.1448973,0.053642634,0.63496274,-0.17915298,0.12816589,-0.29033872,0.25202185,-0.47491303,-0.06842675
2024-02-03 00:26:34.793,0.1298746,1.0041811,-0.45006275,0.29229468,0.13540867,0.7986168,-0.13566701,0.41261074,1.025775,0.9189875,0.11664457,1.1464838,0.067759305,0.6829389,-0.09334536,0.14719105,-0.32052857,0.25209656,-0.43404478,-0.12282512
2024-02-03 00:26:35.315,-0.057019588,0.59917474,-0.17827025,0.1820385,0.111609586,0.6173089,-0.25704992,0.3343352,0.83977526,0.8817062,0.1574985,1.0220393,0.16294202,0.64458454,-0.03247025,0.1662713,-0.22983652,0.18623504,-0.4497567,-0.2549931
2024-02-03 00:26:35.834,-0.03915867,0.7550996,-0.0596487,0.097386606,0.052428097,0.677827,-0.2233546,0.3120061,0.8892628,0.7798872,0.20434894,0.98037523,0.21102053,0.6803942,-0.032434948,0.16067764,-0.16946305,0.20724362,-0.37300172,-0.51088315
2024-02-03 00:26:36.342,0.15500079,0.7029614,0.06582163,0.06831824,0.1356605,0.7117067,-0.07387383,0.39586586,0.9285309,0.7811972,0.24785633,1.013855,0.1615723,0.65346396,-0.13221225,0.17094862,-0.10093011,0.22505073,-0.44705504,-0.56566715
2024-02-03 00:26:36.877,0.08122909,0.8733485,-0.07999997,-0.11756155,0.118897006,0.71725875,-0.07024152,0.34571826,0.92142224,0.77155715,0.2116088,0.9881538,0.110878885,0.62120664,-0.17328264,0.189778,-0.080299035,0.21294288,-0.5178218,-0.5739051
2024-02-03 00:26:37.382,-0.03928009,0.8896834,0.15289469,0.08742852,0.18587473,0.70054644,-0.15850233,0.24850155,0.9892848,0.7697065,0.37023115,1.1870446,0.07587176,0.592918,-0.17724873,0.2067762,-0.1452922,0.20200388,-0.56381536,-0.46157834
2024-02-03 00:26:37.903,-0.14756739,1.0227265,0.16684105,0.14091173,0.3150119,0.651643,-0.30344474,0.32218173,1.0080496,0.6945389,0.3575549,1.2365841,0.101448186,0.5861712,-0.19606957,0.17044559,-0.19404142,0.19991435,-0.4951526,-0.38479918
2024-02-03 00:26:38.418,0.228229,1.0359961,0.11518855,0.25836575,0.28080845,0.6938122,-0.34607488,0.3286857,1.0094925,0.9965594,0.31516328,1.2365841,0.07730248,0.5897802,0.105660394,0.13245451,-0.2787429,0.1617759,-0.2624269,-0.21299078
2024-02-03 00:26:38.934,0.28775138,1.0359961,-0.07384833,0.27304974,0.27532718,0.6938122,-0.36914244,0.37431523,0.9802527,0.9965594,0.3305368,1.2703054,0.15095976,0.5897802,0.17167367,0.19209263,-0.20314513,0.1617759,-0.23841219,-0.10948126
2024-02-03 00:26:39.444,0.15524931,1.0359961,-0.1374755,0.16108271,0.06876403,0.6938122,-0.29134634,0.35244325,1.0540226,0.9965594,0.32923138,1.0288609,0.25546068,0.5897802,0.15435922,0.26875767,-0.18892494,0.1617759,-0.26525614,-0.13262497
2024-02-03 00:26:39.972,-0.045501582,1.0359961,0.038441803,0.20776907,0.29823777,0.6938122,-0.18232161,0.49570253,1.239495,0.9965594,0.4189898,1.2391632,0.28711262,0.5897802,-0.07762543,0.3574613,-0.30920273,0.1617759,-0.4476558,-0.25193295
2024-02-03 00:26:40.497,-0.029870063,1.0359961,0.029512696,0.27025273,0.30290964,0.6938122,-0.23626196,0.516537,1.239495,0.9965594,0.40848783,1.2837222,0.2521903,0.5897802,-0.19655141,0.29205817,-0.3480793,0.1617759,-0.41699433,-0.3559646
2024-02-03 00:26:41.010,0.029092219,1.0359961,0.024883429,0.34020126,0.3330033,0.6938122,-0.13544363,0.45994622,1.2125638,0.9965594,0.4299109,1.2837222,0.21649705,0.5897802,-0.2024996,0.28943443,-0.26833773,0.1617759,-0.34324446,-0.24003902
2024-02-03 00:26:41.530,0.0705724,1.0359961,-0.05677833,0.44864133,0.15958072,0.6938122,-0.017726423,0.3687981,0.6331632,0.9965594,0.25143445,1.1956434,0.14983687,0.5897802,-0.21192168,0.14148232,-0.18971494,0.1617759,-0.38570315,-0.20554662
2024-02-03 00:26:42.043,0.3773627,1.0359961,-0.1367237,0.4595521,0.14314741,0.6938122,0.09810253,0.24985327,0.8512291,0.9965594,0.25091812,0.9043959,0.21843223,0.5897802,-0.14107947,0.17743294,-0.17707324,0.1617759,-0.44456252,-0.012539773
2024-02-03 00:26:42.553,0.46633288,0.82192355,-0.25757787,0.4445452,0.30441046,1.0332328,0.14983213,0.3976741,1.0254638,1.0054749,0.22740956,1.0330706,0.2038366,0.8486036,-0.13352537,0.16436605,-0.26216543,0.4421747,-0.56379205,-0.047964465
2024-02-03 00:26:43.080,0.4263097,0.88661766,-0.26086044,0.22879976,0.39046153,0.98976,-0.0178775,0.4042575,1.1134562,1.0166154,0.037313588,1.1745095,0.18847725,0.84800965,-0.23002489,0.13397796,-0.3223753,0.42754894,-0.4837929,-0.09719691
2024-02-03 00:26:43.585,0.25108698,0.99771005,-0.15177263,0.27984855,0.3433991,1.001677,-0.17826885,0.41386873,1.0680566,1.0166154,0.021546083,1.1596509,0.11019176,0.84420174,-0.30253226,0.081086524,-0.38906145,0.4413695,-0.50863135,-0.22111912
2024-02-03 00:26:44.092,0.2626368,0.9895025,-0.025008544,0.2931239,0.1481464,0.8143688,-0.09865525,0.18270575,1.0023919,0.69273204,-0.01865758,1.1418948,-0.0010961079,0.8431246,-0.23453632,0.20173807,-0.38782707,0.3571471,-0.55982894,-0.20654598
2024-02-03 00:26:44.607,0.26780286,1.1146542,-0.0040439093,0.3907088,0.06512891,0.9036145,-0.010256035,0.09499215,0.892408,0.90879613,-0.027639411,0.95090896,-0.044663444,0.7636371,-0.20503688,0.26307786,-0.420433,0.2739589,-0.6096939,-0.16641375
2024-02-03 00:26:45.124,0.18875103,1.0563827,-0.02986709,0.39642665,0.14825618,0.8929196,-0.05228321,0.082186446,0.98716146,1.1552268,-0.03157323,0.9213373,0.05848296,0.8156444,-0.17241861,0.34307995,-0.37731177,0.37282568,-0.5984151,-0.19563375
2024-02-03 00:26:45.653,0.18539834,0.9547576,0.23126373,0.39289814,0.14820701,0.85952127,-0.10903559,0.21054217,0.98554444,1.2375845,0.27040502,0.88649166,0.08710326,0.9883055,-0.22074302,0.2306393,-0.37770665,0.57621145,-0.5379565,-0.28764853
2024-02-03 00:26:46.167,0.09309833,0.6073574,0.26046166,0.3081107,0.11598664,0.79898655,-0.15683596,0.31331727,0.9113949,1.1623207,0.28774533,0.9378857,0.20604283,1.1167475,-0.15695155,0.17321734,-0.33249363,0.7351467,-0.51015174,-0.34816468
2024-02-03 00:26:46.692,0.016748203,0.6073574,0.41761407,0.4460843,0.04237923,0.79898655,0.0034678762,0.24444707,0.75253314,1.1623207,0.3817748,0.9615682,0.1258568,1.1167475,-0.12681152,0.15176982,-0.25182208,0.7351467,-0.49656773,-0.35868293
2024-02-03 00:26:47.219,0.0059349784,0.4560971,0.4372828,0.4652472,0.095573336,1.2557896,-0.046599068,0.20152102,0.73996586,1.1795211,0.14260131,1.0003937,0.14048663,1.2197177,-0.07785079,0.25752988,-0.20013958,0.66989875,-0.45532164,-0.2567578
2024-02-03 00:26:47.726,0.12176903,0.40262213,0.46168125,0.45222795,0.19575486,1.076795,-0.06929722,0.023614164,0.7376083,1.2918006,0.11723855,0.9537568,-0.022414632,1.0869155,-0.071865395,0.30373403,-0.21392067,0.60688394,-0.45837566,-0.21851385
