TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10
2024-01-26 11:49:42.666,0.3513092,-0.20265824,0.049994186,0.5460894,0.6551245,0.07936208,-0.21005777,0.47433645,0.7614164,0.44664434,0.08673413,0.7892028,0.3328768,-0.07917585,0.3559047,0.5365589,0.01902969,-0.58688,0.10174768,0.37051362
2024-01-26 11:49:43.681,0.089979954,-0.088571064,0.021081245,0.24427274,0.44803035,0.12504266,0.063353516,0.3124548,0.86961716,0.5404162,0.040520426,0.8737043,0.2938475,0.03926501,0.19631079,0.51022404,0.1859407,-0.38387868,-0.03558857,0.31362087
2024-01-26 11:49:44.704,0.5317949,0.42088372,0.3435846,0.4575817,0.5373325,0.14223127,0.25407818,0.4307826,0.97211254,0.4478942,0.26589796,0.890697,0.37127757,-0.06338452,0.10011244,0.52132726,0.18073413,-0.41397053,0.18344714,0.3517448
2024-01-26 11:49:45.729,0.59381056,0.77566713,0.31838137,0.45994478,0.7036179,0.005249675,0.2853679,0.54082024,0.87459105,0.108333215,0.2914255,0.7722112,0.4390067,-0.30785608,0.16739464,0.47556674,0.15350954,-0.5586951,0.116172716,0.43486857
2024-01-26 11:49:46.758,0.75336546,-0.023337005,0.38071218,0.8425239,0.5020839,-0.24715135,-0.0031405299,0.90953255,0.72560376,-0.00024458714,0.31737807,0.73170626,0.51221716,-0.2858113,0.19014275,0.52139944,0.14200102,-0.6821556,0.021118673,0.4573941
2024-01-26 11:49:47.782,0.80384964,0.37511957,0.7835434,0.727533,0.45537528,-0.28341603,0.17481552,0.612175,0.9524399,0.25495404,0.2580802,1.0811546,0.47593075,-0.18871772,0.14123622,0.4844087,0.22665416,-0.496429,-0.036904413,0.36801064
2024-01-26 11:49:48.797,0.85500073,0.2439712,0.65261793,0.9752864,0.71415895,-0.3929886,0.16079363,0.5092224,0.9583519,0.2599265,0.17343424,1.0694317,0.3543974,-0.061426323,0.19600455,0.57081914,0.28731367,-0.4547793,-0.037427116,0.31772622
2024-01-26 11:49:49.815,0.705109,-0.14400241,0.044411033,0.82396054,0.6081843,-0.27552018,0.056312393,0.49054846,0.8504441,0.29140145,0.24560237,0.8245841,0.42427197,-0.0129447365,0.19232915,0.6432756,0.16589725,-0.40792382,0.054244813,0.3228831
2024-01-26 11:49:50.825,0.27478358,-0.24010783,-0.017499728,0.39193875,0.5220997,-0.10280753,0.053638883,0.36654022,1.1022288,0.32236692,0.11046241,1.1546344,0.41872677,0.00077600067,0.2252521,0.5671815,0.17000462,-0.2921922,0.02637133,0.25149345
2024-01-26 11:49:51.856,0.5620093,0.10946648,0.14579432,0.7933537,0.51943326,-0.010631867,-0.2177096,0.6852897,1.1076827,0.11794682,0.26581815,1.2272817,0.52315336,-0.07833932,0.21684347,0.4777234,0.18562415,-0.3438225,0.06572438,0.30003724
2024-01-26 11:49:52.860,0.6657176,-0.100431204,0.13376145,0.7372381,0.340466,-0.385623,-0.26715833,0.7254955,0.9359732,0.1336123,0.31437612,1.0963224,0.25238457,-0.12629592,0.13795061,0.41516137,0.15408348,-0.39970282,0.10313228,0.42026168
2024-01-26 11:49:53.876,0.725523,-0.13114959,0.2525285,0.6637533,0.79733384,0.052666165,-0.09549834,0.816495,0.9637422,0.26441833,0.22957475,0.9898067,0.3802056,-0.0028281505,0.23677851,0.37646517,0.06276552,-0.4569417,0.13755411,0.27938694
2024-01-26 11:49:54.878,0.8677576,0.2778672,0.52648103,0.70734566,0.9493502,0.04415919,0.6128654,0.9165578,1.0056831,0.22008082,0.49461094,0.9978947,0.52252066,-0.10738743,0.22131488,0.30729058,0.08707789,-0.46711972,0.04554091,0.4289797
2024-01-26 11:49:55.893,0.57595193,0.40546298,0.5355563,0.37456927,0.594051,0.06768628,0.4960591,0.52528214,0.9624503,0.31608984,0.4043039,0.9502628,0.4210419,-0.15418799,0.2760497,0.40114558,0.15132561,-0.40515652,0.11114431,0.4244647
2024-01-26 11:49:56.903,0.5853525,0.11272228,0.42343056,0.5512413,0.31533778,-0.13760336,0.10506514,0.54253346,0.82947725,0.2662472,0.2041992,0.7269542,0.436711,-0.18959273,0.24117751,0.4724274,0.05454418,-0.6298616,0.18883798,0.42361167
2024-01-26 11:49:57.948,0.83937055,0.15601015,0.18960251,0.59796417,0.7770661,0.0027555898,0.25689134,0.64016265,1.2362359,0.26787496,0.5136339,0.7899393,0.4424978,-0.105204836,0.25146914,0.5513564,0.105600774,-0.50279737,0.12191865,0.47881272
2024-01-26 11:49:58.964,0.7298922,0.59929514,0.6344271,0.21895923,0.61070806,0.028024577,0.3818343,0.38740534,1.1939384,0.23067895,0.57551867,0.83381516,0.2702138,-0.15418723,0.2538856,0.5531817,0.16957769,-0.3730446,0.13292871,0.56844264
2024-01-26 11:49:59.973,0.9850547,0.7324747,0.87653565,1.1562151,0.7189363,-0.23707154,0.2978207,0.76034003,0.9461963,0.12291298,0.46133164,0.9728394,0.51168054,-0.017708795,0.1674343,0.75395596,0.011841697,-0.40799302,0.20843706,0.48698708
2024-01-26 11:50:00.994,0.5702546,0.32284135,0.6427823,0.6175661,0.47373036,-0.16154495,0.28548428,0.4790419,0.8858353,0.23256737,0.46238557,0.94616824,0.4334049,-0.011937359,0.21976751,0.5969886,0.11370792,-0.44180757,0.044177156,0.37521648
2024-01-26 11:50:02.037,0.39261514,0.5660335,0.48448765,0.82692796,0.41574073,0.3821036,0.40564698,0.6724174,0.7324267,0.41820404,0.3344256,0.84931916,0.39599475,-0.1113403,0.27501935,0.5407548,0.15204933,-0.40296066,-0.028590545,0.34978303
2024-01-26 11:50:03.041,0.47339794,0.6837154,0.4752489,1.0251398,0.4372253,0.5352126,0.31491122,0.8507242,0.719478,0.38945708,0.37751994,0.9314536,0.4701051,-0.13628177,0.36215433,0.6310958,0.012900567,-0.3833334,0.048450444,0.3655772
