Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Output
1.04283,0.08412255,0.24320477,1.0024469,0.8084498,-0.31565225,-0.42561337,0.7278196,0.8563322,-0.31883174,0.34649843,1.226613,0.5741756,0.80415857,0.77337575,0.5635125,0.27425,0.6200112,0.6020286,0.30359867,Doctor
1.0083486,0.08412255,0.33747807,0.9500218,0.78603315,-0.31565225,-0.17411333,0.65456545,0.9190781,-0.31883174,0.33559787,1.0499271,0.56105685,0.80415857,0.79529715,0.51385474,0.31247312,0.6200112,0.64739686,0.2514749,Doctor
0.7756057,0.11036645,0.36822525,0.8007098,0.7449246,0.07159699,-0.12823331,0.60285556,0.9057531,-0.019660147,0.4169552,1.0395566,0.61752814,0.7090709,0.8499044,0.5355296,0.34781948,0.6909763,0.64390033,0.30572206,Doctor
0.43465698,0.20784844,0.4225323,0.5801748,0.500413,0.12685631,-0.09093109,0.34109318,0.9701657,-0.019660147,0.45272857,1.0972409,0.70156723,0.9455332,0.8601619,0.48082408,0.31220233,0.67295766,0.55734015,0.2775191,Doctor
0.64898515,0.16629192,0.41018197,0.8017631,0.46880025,0.13049157,-0.24823816,0.34317395,1.154975,-0.048167594,0.45030135,1.0980084,0.7226162,0.96930325,0.8553433,0.56771964,0.30111498,0.6744175,0.46026224,0.31835526,Doctor
0.791766,0.60818857,0.49802685,0.91087645,0.62826204,0.5931661,-0.112159275,0.42592332,1.1571444,0.28801,0.41238794,1.0807608,0.56844014,1.2464948,0.91698885,0.6311582,0.17924024,0.7490895,0.31957787,0.25491115,Doctor
0.7617246,0.9247679,0.49802685,0.8697652,0.67450386,0.78316134,-0.112159275,0.4499759,1.1553043,0.43209517,0.41238794,1.0390533,0.42809343,1.1595813,0.91698885,0.6130025,0.24742475,0.68985456,0.31957787,0.2773304,Doctor
0.72507244,0.7802914,0.49802685,0.721676,0.58524865,0.63940746,-0.112159275,0.52922225,0.9601479,0.43209517,0.41238794,0.943521,0.29464084,1.1730005,0.91698885,0.55912155,0.2707726,0.6479418,0.31957787,0.30580422,Doctor
0.80173296,0.74300677,0.5107544,0.7982732,0.6753033,0.5421112,0.0024826215,0.7708254,0.77943754,0.40490246,-0.0049049384,0.91302973,0.36714035,1.150761,0.9590429,0.52479863,0.30355155,0.6161523,0.6172332,0.24924004,Doctor
0.95724165,0.49414974,0.5776276,0.9909627,0.78816724,0.24757746,0.14309983,0.9298053,0.7285346,0.30041343,0.17568344,0.9450349,0.4889337,1.1681236,0.86058897,0.48471564,0.19453093,0.5423006,0.6028819,0.2105155,Doctor
1.0027064,0.6438433,0.46256986,1.0525384,0.81189924,0.22548218,0.06623293,0.8982449,0.7247587,0.32597792,0.28617892,0.95887315,0.6150228,1.213496,0.7889286,0.46457022,0.20914473,0.6163466,0.69367576,0.26662847,Doctor
0.975779,0.55173,0.32411018,0.9535374,0.81769395,0.2071292,0.0022232537,0.8153611,0.6254963,0.3268555,0.28462335,0.90708953,0.63079464,1.176661,0.75801784,0.45199946,0.2926231,0.53104794,0.6630569,0.35363254,Doctor
1.0828958,0.40576637,-0.14445029,0.9862683,0.88462824,0.024063297,-0.02625354,0.86297464,0.6522793,0.37744403,0.36512926,0.93414724,0.5167234,1.1074433,0.8370693,0.5164305,0.36902657,0.60898787,0.6449683,0.39315468,Doctor
1.0783874,0.10188944,-0.12782507,0.96212155,0.8873297,-0.16857383,0.046157695,0.8675693,0.855209,0.32417792,0.2657875,0.94253063,0.42526063,1.0275152,0.85149235,0.51153976,0.3827403,0.6075155,0.5845491,0.3454167,Doctor
1.0077704,0.16576569,-0.0659235,0.89324355,0.78367674,-0.19663016,0.037178706,0.76931983,0.86672103,0.36604458,0.2657875,1.0131888,0.4184036,0.99717766,0.8360208,0.54643035,0.3869085,0.7071873,0.49367663,0.30619407,Doctor
0.7254465,0.37872505,0.051961556,0.5441266,0.589002,0.15959029,0.020131972,0.26538244,0.89579934,0.5543773,0.23971368,1.0303025,0.5360437,0.93500775,0.7583497,0.51475644,0.39892575,0.7652248,0.4112587,0.2180202,Doctor
0.3901936,0.49070266,0.39262405,0.41136643,0.5875509,0.34146377,0.19610836,0.14929873,0.9351876,0.63604826,0.18548119,1.0114334,0.67702264,0.93041253,0.71728456,0.5950046,0.41000804,0.76754576,0.46597865,0.17736898,Doctor
