Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Output
0.6596044,0.7922724,0.65953207,0.6704112,0.48076862,0.16609257,-0.09817703,0.3095977,1.0837119,0.18405898,0.23135664,0.69664806,0.32909107,0.25767526,-0.029119698,0.42047298,-0.026892792,-0.17251736,-0.24596958,0.028947419,Doctor
0.6645676,0.69917935,0.60140145,0.6119751,0.34567946,0.0006232074,-0.05894636,0.24170561,1.0516164,0.18404476,0.2842043,0.8156854,0.3920317,0.20328069,-0.0436558,0.4299674,-0.024358967,-0.26951542,-0.31322265,0.041199822,Doctor
0.60729027,0.42485493,0.19561778,0.4844575,0.14257234,-0.37333462,-0.17495577,0.1876523,0.96752715,0.21118593,0.2675457,0.89194286,0.3715886,0.1522762,-0.083750054,0.4133848,-0.014866944,-0.35231322,-0.3372479,0.049106177,Doctor
0.5147028,0.11292845,-0.006536986,0.5651353,0.17342371,-0.273142,-0.12431964,0.4705058,0.7869663,0.36553186,0.18717623,0.85779715,0.29505652,0.21840532,-0.09997229,0.30928844,-0.08219345,-0.49166822,-0.31547752,0.031111771,Doctor
0.53043896,0.18530722,-0.07452462,0.64121306,0.1095862,-0.1477197,-0.19778672,0.48812032,0.8003205,0.35646763,0.16006973,0.8413501,0.2118625,0.29902655,-0.05063693,0.32211736,-0.105211064,-0.39503738,-0.35379758,0.007878749,Doctor
0.61850685,0.42443153,0.2551782,0.7460552,0.117823966,0.23613013,0.11342829,0.52599514,0.6577571,0.35223532,0.2659376,0.6283046,0.25635186,0.29748684,-0.051582545,0.3477198,-0.14272386,-0.3294797,-0.41765678,-0.020607252,Doctor
0.61639017,0.87276185,0.69442785,0.64692986,0.055682294,0.649067,0.5229418,0.1726704,0.57350755,0.39725447,0.2900074,0.057895485,0.26544446,0.17715421,-0.032596644,0.46164495,-0.17731984,-0.27431357,-0.43584532,-0.024613954,Doctor
0.6337722,0.8617786,0.6958183,0.6707013,-0.05476241,0.63816947,0.5303507,-0.106014475,0.5295436,0.2827664,0.2900074,-0.03708189,0.32224417,0.11301914,-0.10061032,0.48564002,-0.25631532,-0.25467336,-0.35087895,0.0041543115,Doctor
0.69953537,0.68600523,0.5135843,0.81797534,0.27228478,0.4060721,0.36000052,0.20642379,0.55222726,0.2204822,0.15673906,0.7870674,0.42487258,0.213715,-0.1308304,0.49051315,-0.0108163245,-0.23918031,-0.34627366,0.016461551,Doctor
0.6622592,-0.122814946,0.023906495,0.7911988,0.26254645,-0.31919208,-0.12032181,0.41320434,0.5633082,0.1220044,-0.12315244,0.8834703,0.41165867,0.2913427,-0.18106686,0.46234924,-0.015500039,-0.20592286,-0.37803748,0.0073771337,Doctor
0.68241096,0.21348932,0.06551758,0.6390898,0.27962965,-0.05023845,-0.07318761,0.3257439,0.70661706,0.12148009,0.024508884,0.8584945,0.33624408,0.26412147,-0.15185538,0.40399632,0.05829576,-0.20278375,-0.42940572,0.029437697,Doctor
0.7487953,0.29663223,0.048368067,0.47040993,0.28818175,0.09335852,-0.043058634,0.3749102,0.7064313,0.1249917,0.044698317,0.7127546,0.24302521,0.21403821,-0.083729595,0.33793518,0.08322959,-0.20253582,-0.42852724,0.07389779,Doctor
0.729369,0.49255103,-0.15413174,0.39008164,0.31804416,0.2496015,-0.06710813,0.2254458,0.7073399,0.37449074,0.08048593,0.6845999,0.28257203,0.21798377,-0.08409067,0.37896907,0.06806379,-0.24664824,-0.35840893,0.1228976,Doctor
