TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10
2024-02-15 21:30:51.106,0.9033515,0.3942974,0.3812303,1.0558127,0.6118062,0.2116109,-0.06345814,0.70604193,1.1524055,0.5832793,0.17063221,0.6539979,0.44128516,-0.02075923,0.09049731,0.35902753,0.07086405,-0.32400534,-0.5261811,-0.2022728
2024-02-15 21:30:51.638,0.97258765,0.566897,0.9950423,0.8630664,0.5352973,0.27484614,0.59556174,0.70409775,1.1644474,0.555264,0.49237278,0.5037727,0.37955597,-0.039097387,0.07993359,0.2731167,0.039221898,-0.2989779,-0.6378967,-0.14431983
2024-02-15 21:30:52.177,1.0300857,0.5718425,1.1289916,1.1896205,0.5793127,0.24407905,0.750574,0.946911,1.2095875,0.5236136,0.5679609,0.868814,0.36278594,0.021180354,0.0870383,0.19950183,0.101705395,-0.343696,-0.4685378,-0.034815613
2024-02-15 21:30:52.695,1.0334845,0.5752732,1.1676972,1.2374924,0.5222827,0.118448555,0.76361436,0.9449758,1.2220551,0.32472995,0.59441113,0.92179704,0.35822895,0.009935013,0.06525152,0.31926346,0.13470341,-0.4616975,-0.42283547,-0.038185053
2024-02-15 21:30:53.220,1.0957681,0.3237734,0.8561455,1.2362202,0.6565189,0.22264917,0.4915463,0.87877727,1.3013192,0.30917633,0.523258,0.92179704,0.4142447,0.074030064,0.102127515,0.3283101,0.19797385,-0.58785367,-0.35412994,-0.03825868
2024-02-15 21:30:53.746,1.143715,0.43550298,0.72035086,1.1917762,0.7152212,0.51079154,0.31198302,0.5830564,1.3001764,0.3930484,0.5408787,0.8146223,0.42192024,0.09616485,0.085340746,0.41040742,0.17148873,-0.5297067,-0.36983496,-0.07970171
2024-02-15 21:30:54.260,1.0373828,0.87362236,1.1273078,1.1455482,0.7680049,0.68690497,0.76464224,0.5390318,1.1830465,0.3755209,0.6138776,0.76182896,0.44534084,0.09210098,0.018553795,0.38257712,0.13479055,-0.5026672,-0.29940814,-0.10529146
2024-02-15 21:30:54.775,0.9195887,0.88845927,1.136864,1.1455482,0.79454345,0.61859214,0.7619545,0.5390318,1.1681975,0.35166234,0.6098927,0.76182896,0.42813134,0.03554659,-0.016357116,0.38257712,0.09783228,-0.4607263,-0.2483812,-0.10529146
2024-02-15 21:30:55.300,0.077467315,0.717521,0.98425657,0.54414815,0.36293417,0.30788526,0.6198673,0.23578446,0.9922741,0.4297565,0.58317417,0.8640055,0.18470252,0.0033539226,-0.04378025,0.26606187,-0.2208984,-0.43547112,-0.29837847,-0.213313
2024-02-15 21:30:55.826,0.2820671,0.20704141,0.39485812,0.4992346,0.4745809,-0.014259395,-0.09628632,0.59584796,1.130388,0.37700668,0.47983804,0.91966295,0.16852066,0.029080866,0.0019035697,0.29872662,-0.22935496,-0.42734572,-0.35562235,-0.07117685
2024-02-15 21:30:56.365,0.48444763,0.136088,0.6293942,0.48214734,0.47167695,0.19709636,0.010579087,0.70269364,1.0978862,0.3727195,0.36543512,0.9332156,0.34280866,0.010051103,0.09435589,0.46107137,-0.2268251,-0.45643374,-0.2986797,0.14304842
2024-02-15 21:30:56.871,0.5763736,0.2150906,0.78562903,0.4092431,0.3950313,0.16170956,0.2125441,0.78644574,1.0974776,0.43853036,0.3867067,0.87531734,0.40852782,-0.023213139,0.109854236,0.508901,-0.2144702,-0.50921786,-0.23748562,0.22166757
2024-02-15 21:30:57.395,0.5719951,0.31720945,0.94121003,0.28239647,0.20853044,0.019862372,0.29762313,0.50245184,0.7320372,0.38539943,0.40415663,0.820456,0.4911614,0.033724673,0.13028614,0.4693443,-0.2071931,-0.48349112,-0.15830739,0.13322385
2024-02-15 21:30:57.898,0.45760715,0.36331305,0.9255375,0.24301693,0.09652325,-0.19768266,0.3345267,0.14871444,0.61189824,0.3684978,0.51069015,0.59390545,0.3749346,0.041549157,0.013253987,0.11326142,-0.22533499,-0.43417746,-0.21457501,-0.23539981
